espessura,peso,densidade,umidade,linha,fornecedor,lote,qualidade
0.99,485.1,0.92,6.753308901986021,B,importado,novo,reprovado
0.93,507.8,1.02,3.133345893996826,B,importado,novo,reprovado
1.33,501.3,1.11,,A,local,novo,reprovado
0.93,518.2,1.03,7.378676816626427,B,importado,novo,reprovado
0.83,481.5,1.06,8.207348298166185,B,local,novo,reprovado
1.23,491.7,1.08,0.5563211739183477,C,importado,novo,aprovado
0.97,482.8,0.95,9.335975884400211,B,local,reciclado,reprovado
0.92,515.2,1.02,3.0398371801168422,,importado,reciclado,reprovado
1.49,503.8,,5.7509196654730825,A,importado,novo,reprovado
1.0,501.4,0.94,6.190735501437632,B,importado,novo,aprovado
1.43,485.3,1.05,6.73098896232136,B,importado,reciclado,reprovado
0.92,499.6,1.07,3.411545836721449,C,importado,novo,reprovado
1.37,495.9,0.94,12.751653370734608,C,local,novo,reprovado
1.15,492.6,1.13,6.417752260569338,C,importado,reciclado,aprovado
0.86,510.9,1.01,9.182016868623919,A,importado,novo,reprovado
,482.5,1.18,9.209063185406595,C,local,novo,reprovado
1.42,505.9,1.02,9.104770116320479,B,importado,novo,reprovado
0.91,512.9,0.94,8.389770134243957,A,,reciclado,reprovado
1.31,516.3,1.13,12.339386223971829,B,importado,novo,reprovado
1.11,509.8,1.07,12.189267206207838,B,importado,reciclado,reprovado
1.33,491.3,1.02,6.257168589072886,C,local,novo,reprovado
1.3,504.0,1.01,9.537690721959326,A,local,reciclado,reprovado
0.82,485.7,0.95,1.542438667900301,A,,novo,reprovado
0.93,484.7,1.0,,,importado,reciclado,reprovado
1.13,505.5,0.91,7.1987460828189285,A,local,reciclado,aprovado
1.45,514.0,1.05,13.503060354090321,B,local,reciclado,reprovado
1.04,482.7,1.17,,A,importado,reciclado,reprovado
1.24,484.2,1.14,10.038246339713913,B,importado,novo,reprovado
0.81,502.6,0.91,2.3650996811925196,A,local,reciclado,reprovado
1.3,488.7,1.16,6.799566664032583,A,local,reciclado,reprovado
1.22,504.5,1.04,6.011864174767404,C,importado,reciclado,aprovado
1.3,488.6,0.96,11.744675201312896,C,local,,reprovado
1.43,484.7,1.13,2.0673614515840204,A,importado,,reprovado
0.9,501.8,1.0,8.087865109962065,B,,novo,reprovado
0.98,514.5,0.98,13.670272538232776,C,local,reciclado,reprovado
1.5,507.4,0.95,13.386898344785969,C,importado,reciclado,reprovado
,512.7,1.05,12.785056646215805,C,local,reciclado,reprovado
1.3,490.7,0.93,5.624779694045751,A,importado,reciclado,aprovado
1.31,515.4,1.14,14.116510359825869,B,,novo,reprovado
1.28,495.1,1.04,12.079507629890578,B,local,novo,reprovado
0.96,514.1,1.03,12.767119788613549,A,local,novo,reprovado
0.95,498.8,0.9,13.985306914874808,B,importado,novo,reprovado
1.27,490.7,1.15,14.055018984211214,C,local,reciclado,reprovado
0.93,490.4,1.05,3.6009744488998625,B,importado,novo,reprovado
1.26,502.7,1.03,,C,importado,reciclado,aprovado
1.14,483.2,1.13,10.363124153569728,C,importado,reciclado,reprovado
1.07,517.2,0.92,8.448209349557136,A,local,novo,reprovado
1.01,490.9,1.01,4.911397584478982,,importado,novo,aprovado
1.46,493.4,1.07,10.266742601655235,B,importado,novo,reprovado
1.16,489.3,1.04,0.9299531597388261,B,importado,reciclado,reprovado
1.19,480.1,0.95,0.7081247474382513,B,importado,novo,reprovado
1.46,507.7,0.99,5.314658763026402,B,importado,novo,reprovado
1.26,503.6,0.99,2.907699351482413,B,,reciclado,aprovado
1.47,512.4,1.2,10.778340761063662,C,local,reciclado,reprovado
0.87,481.6,1.0,14.220327568622881,A,importado,novo,reprovado
1.39,517.1,0.96,9.924411205269383,A,local,novo,reprovado
1.03,493.2,1.15,9.821765506913458,B,local,reciclado,reprovado
1.37,516.5,1.03,0.09893360129374751,C,importado,novo,reprovado
1.4,484.3,1.03,,A,local,reciclado,reprovado
0.99,509.8,1.06,12.256519802627391,B,local,reciclado,reprovado
1.09,503.2,1.08,9.811805480070264,C,local,reciclado,reprovado
1.31,494.3,1.08,3.4167357697325174,A,local,reciclado,reprovado
0.87,483.2,0.91,12.727128726408012,C,importado,reciclado,reprovado
1.33,504.2,1.15,14.465650863227735,B,local,novo,reprovado
0.88,481.1,0.96,4.184892712504056,C,local,novo,reprovado
1.44,500.1,0.99,3.1064151324871005,A,importado,reciclado,reprovado
0.99,504.2,0.95,5.077903569790138,A,local,reciclado,reprovado
1.2,509.3,1.13,0.9473742581650663,C,importado,novo,aprovado
0.88,519.7,1.08,13.101490096303133,,local,novo,reprovado
0.99,490.4,1.13,13.939492207987216,C,local,reciclado,reprovado
1.08,492.9,1.1,,C,local,reciclado,reprovado
1.14,,0.93,11.465022192801689,B,local,reciclado,reprovado
0.8,509.3,0.99,10.02976016152734,B,importado,reciclado,reprovado
1.42,517.3,1.05,5.660313439348036,C,importado,novo,reprovado
0.81,519.0,0.99,9.480635430813987,A,local,novo,reprovado
1.34,517.8,0.96,12.544802563126694,B,importado,novo,reprovado
1.13,515.2,1.16,12.148611153536507,A,importado,reciclado,reprovado
1.17,519.6,1.12,1.2158628962501177,C,local,novo,reprovado
0.95,495.0,1.0,6.939014408146756,A,importado,reciclado,reprovado
1.23,517.9,1.13,5.95982195935875,A,importado,reciclado,reprovado
1.18,510.4,1.09,11.28013118669797,C,importado,novo,reprovado
0.91,486.7,0.9,7.52063909318675,B,local,reciclado,reprovado
0.97,481.8,1.01,5.245516628541294,B,local,reciclado,reprovado
0.85,488.6,0.99,10.595246408898022,A,local,,reprovado
0.85,511.2,0.97,7.1036778050384815,,local,reciclado,reprovado
0.81,505.3,0.98,3.849360416294625,C,local,reciclado,reprovado
0.95,489.0,1.18,13.356253839153386,B,local,novo,reprovado
1.28,509.7,1.05,1.6957177222957753,C,local,reciclado,aprovado
1.02,485.7,1.15,,C,local,reciclado,reprovado
1.04,512.9,0.96,2.158665489720591,A,importado,novo,
0.89,511.8,0.95,2.454648802460163,,importado,reciclado,reprovado
,518.9,1.17,,B,local,novo,reprovado
1.04,,1.05,9.372982509555563,B,local,reciclado,reprovado
1.27,516.3,1.17,6.729167010881987,A,local,reciclado,reprovado
1.32,493.6,0.92,3.0625686791846367,C,importado,novo,reprovado
1.21,496.6,1.17,1.9828634819088782,C,,novo,aprovado
0.99,498.7,1.02,7.382279536855897,A,importado,reciclado,reprovado
1.16,505.1,0.95,8.48224631429718,A,local,reciclado,reprovado
0.98,519.8,1.11,4.55942057555211,A,local,reciclado,reprovado
1.43,504.0,1.14,3.306599210114612,A,,novo,reprovado
1.34,517.1,0.91,1.2088909027114085,C,importado,novo,
1.15,490.2,1.2,0.39366730488349044,C,importado,reciclado,aprovado
1.48,495.9,1.11,1.5860464625426984,B,,novo,reprovado
1.18,500.2,1.0,11.131191184259109,A,local,reciclado,reprovado
1.03,492.9,0.95,5.160279752308342,B,importado,novo,aprovado
0.87,519.1,1.02,0.41128373102853333,C,local,reciclado,reprovado
1.18,509.0,0.97,7.622479077815169,B,local,novo,aprovado
1.4,499.2,1.05,,C,importado,novo,reprovado
1.41,510.1,1.13,6.430331694185902,C,local,reciclado,reprovado
1.22,498.7,1.1,1.6602421805322887,B,local,reciclado,aprovado
1.08,480.7,1.03,11.324510964089454,B,local,reciclado,reprovado
1.26,501.7,0.94,10.336223823549288,A,importado,reciclado,reprovado
1.33,,1.19,5.920937074073823,C,importado,novo,reprovado
1.09,519.2,0.98,5.71223035122102,A,importado,novo,reprovado
1.13,481.6,0.98,2.3390267241891474,A,local,reciclado,reprovado
1.28,500.5,1.09,11.303240206316241,C,local,,reprovado
,483.9,1.13,8.993608565096492,B,importado,reciclado,reprovado
1.35,486.0,1.2,1.2869016826941848,A,importado,,reprovado
0.82,504.4,1.19,5.670951876553702,A,,novo,reprovado
0.89,,1.17,13.55341413852754,C,importado,reciclado,reprovado
1.4,510.0,1.03,6.785619024843394,B,local,reciclado,reprovado
1.38,500.6,0.95,4.873912489508657,B,local,reciclado,
1.07,488.7,1.08,9.656761131728922,A,local,reciclado,reprovado
1.21,499.8,0.91,3.0445856652608745,C,local,reciclado,aprovado
1.43,480.0,0.96,7.857050973107692,A,importado,reciclado,reprovado
1.44,514.5,0.9,10.042841303454683,B,importado,novo,reprovado
1.35,480.5,0.95,12.823176239626166,A,local,novo,reprovado
0.95,480.3,1.04,10.38756454166805,C,importado,novo,reprovado
1.31,504.5,1.02,,A,local,reciclado,reprovado
0.87,518.9,1.01,11.517002600224664,B,importado,novo,reprovado
1.43,514.2,1.15,13.475998921062628,C,importado,reciclado,reprovado
0.9,490.1,1.1,7.166454369899094,C,local,,reprovado
1.26,487.9,1.18,0.06751178224923549,C,local,reciclado,reprovado
1.23,505.0,1.03,13.213770389277661,C,local,novo,reprovado
1.34,512.9,0.98,2.481629874131264,C,local,novo,reprovado
1.19,494.5,0.94,1.8948825747055997,A,local,reciclado,aprovado
0.84,497.3,1.1,4.615178486100472,C,importado,reciclado,reprovado
1.29,484.6,1.15,5.699756180861418,B,importado,reciclado,reprovado
1.07,486.1,0.96,11.99065047279978,C,importado,reciclado,reprovado
1.02,502.7,1.16,5.83775077669693,B,local,novo,aprovado
,484.1,1.06,0.7323174953127498,B,local,reciclado,reprovado
1.21,488.1,0.94,9.539425199859178,B,local,,reprovado
1.3,489.4,1.09,10.068315351450124,B,importado,reciclado,reprovado
1.17,497.8,1.06,12.213313812481555,B,,novo,reprovado
1.34,481.8,,5.9829912099169755,A,importado,reciclado,reprovado
1.33,500.0,1.02,1.291066143115156,B,importado,reciclado,reprovado
1.26,517.1,1.14,8.29593416541829,B,importado,novo,reprovado
1.5,481.0,1.07,1.8149607386625988,B,local,reciclado,reprovado
1.12,505.2,0.98,0.2561298453646488,A,importado,reciclado,aprovado
1.29,513.4,1.18,11.678752077770184,C,local,reciclado,reprovado
1.36,492.5,0.97,6.05115900507576,B,local,novo,reprovado
1.06,485.3,0.98,7.875077580936541,A,importado,reciclado,reprovado
1.12,481.7,1.01,9.94273804152801,A,importado,reciclado,reprovado
1.48,505.8,1.17,6.015415000668575,A,,novo,reprovado
0.82,502.1,,0.7669738871609361,C,importado,novo,reprovado
1.03,489.2,1.1,3.7911548656194087,A,local,novo,reprovado
1.14,513.3,1.19,2.915117870069182,B,local,novo,reprovado
0.8,509.4,1.13,14.660910312363983,B,local,reciclado,reprovado
1.43,491.1,0.95,11.092581810381898,B,importado,reciclado,reprovado
1.0,510.1,1.14,6.7732499739478875,C,local,novo,reprovado
0.98,489.8,1.12,,A,local,novo,reprovado
1.37,507.0,0.97,1.7377578371740583,B,local,reciclado,reprovado
0.99,484.7,1.0,12.19349353907122,B,local,novo,reprovado
1.26,507.7,1.11,14.18173640755501,B,local,novo,reprovado
1.38,489.6,0.97,0.4702527671299267,C,local,,reprovado
1.35,502.9,0.96,13.655956840324139,B,local,novo,reprovado
1.35,486.9,1.11,5.708455700789879,A,local,reciclado,reprovado
0.86,509.0,1.16,3.2044899098051087,A,importado,reciclado,reprovado
0.86,482.4,0.92,1.5334853611978554,C,local,novo,reprovado
1.01,486.6,1.03,11.576234129297923,C,importado,novo,reprovado
0.83,487.4,1.08,7.033657277727205,C,importado,novo,reprovado
1.15,481.7,1.1,12.486356729028852,A,local,reciclado,reprovado
1.08,509.8,1.2,3.3923573013744317,C,local,novo,
,519.2,1.1,10.178520552486368,C,local,novo,reprovado
1.01,511.1,1.09,,A,importado,reciclado,reprovado
1.14,514.4,1.2,1.3462602620215458,B,local,reciclado,reprovado
1.03,480.2,0.92,2.0009977554262726,C,local,novo,reprovado
,484.7,,12.133519508404607,B,importado,reciclado,reprovado
1.25,502.4,1.07,9.834296031489599,B,local,reciclado,reprovado
1.27,519.1,1.01,2.4894583790048737,B,local,novo,reprovado
1.38,506.4,0.93,,B,,reciclado,reprovado
1.41,495.0,0.99,11.45529014634685,C,importado,novo,
1.29,485.8,1.1,4.285115841208309,C,local,reciclado,reprovado
1.28,486.1,1.16,13.818955684696437,C,local,novo,reprovado
0.84,494.5,0.93,13.719041870253857,A,local,novo,reprovado
0.88,508.6,1.06,8.293512385420852,,importado,novo,reprovado
1.37,481.3,0.99,9.479614037281722,,importado,reciclado,reprovado
0.96,514.1,1.1,9.798275300817448,A,importado,reciclado,reprovado
1.05,517.7,1.06,3.8770268663261347,B,local,reciclado,reprovado
0.9,515.6,1.18,,B,importado,novo,reprovado
0.94,516.5,,2.03911665734827,C,local,novo,reprovado
1.34,,1.04,13.873070124808034,C,importado,reciclado,reprovado
0.98,519.1,0.96,10.85774158043328,A,local,novo,reprovado
1.11,494.7,1.06,0.6953439949897133,C,importado,novo,aprovado
0.91,514.8,1.16,8.24081175146875,A,local,reciclado,reprovado
1.27,487.5,1.17,5.146106021069389,C,importado,novo,reprovado
1.31,497.9,1.02,12.229318155921137,C,local,reciclado,reprovado
,481.8,1.14,5.157001317502692,A,importado,reciclado,reprovado
1.35,481.6,0.98,9.662251869013424,B,local,novo,reprovado
0.97,517.7,0.9,,A,importado,reciclado,reprovado
1.28,512.4,,8.381332344735881,C,importado,reciclado,reprovado
1.31,501.2,0.94,4.408285988303239,B,local,novo,reprovado
1.48,501.0,0.91,2.4733263354376915,C,local,reciclado,reprovado
0.96,510.0,1.01,9.28888720404684,C,importado,reciclado,reprovado
0.87,493.7,1.01,9.579618000230635,C,importado,novo,reprovado
0.98,510.5,0.92,14.750306717006799,B,local,novo,reprovado
0.89,499.4,1.14,10.036590894916735,C,importado,reciclado,reprovado
0.92,,1.02,7.735649077906923,,importado,reciclado,reprovado
1.03,518.6,1.05,13.689312646271246,,local,reciclado,reprovado
1.09,498.9,0.98,12.424212280326838,A,,novo,reprovado
1.43,496.7,1.05,8.23119417660268,B,local,reciclado,reprovado
0.94,516.2,1.13,7.670236166112109,A,local,reciclado,reprovado
1.48,516.1,1.17,14.129537785738153,C,local,novo,reprovado
1.37,519.7,1.19,9.256905659383962,B,importado,reciclado,reprovado
1.42,502.0,1.03,10.706687537542603,C,importado,novo,reprovado
1.45,,1.2,1.3001856322080467,C,importado,,reprovado
1.33,489.6,0.99,10.774584318738889,C,importado,novo,reprovado
1.35,481.4,,3.970227633100248,A,local,novo,reprovado
,509.1,1.13,1.7330688480943763,A,local,reciclado,aprovado
1.16,489.3,0.95,12.744991632079646,B,importado,novo,
1.45,504.3,0.92,10.36786629979119,B,local,novo,reprovado
1.06,516.7,1.18,6.113464683571956,A,importado,novo,reprovado
0.83,518.0,,6.471250893120997,A,importado,novo,reprovado
1.33,480.2,0.93,2.9567658331472457,C,local,reciclado,reprovado
1.2,492.7,1.13,0.1432649319941287,,importado,reciclado,aprovado
1.37,513.5,1.15,5.240387093540651,C,local,novo,reprovado
0.85,501.5,1.17,2.226215395238783,A,local,reciclado,reprovado
1.23,512.3,1.06,6.325901935309729,C,importado,novo,reprovado
0.97,514.1,1.11,12.507376318949376,A,local,novo,reprovado
1.43,497.7,1.13,1.7213154510407958,A,local,reciclado,reprovado
0.88,494.4,1.11,1.376304032042197,B,importado,novo,reprovado
1.39,498.2,1.09,13.53153329948343,B,local,reciclado,reprovado
0.86,506.1,1.06,11.177093436574848,C,importado,novo,reprovado
0.82,494.7,1.04,0.7960479842638513,B,local,novo,reprovado
0.96,511.0,1.2,1.1935572788637572,B,local,novo,reprovado
1.03,,1.0,10.273863422233912,A,importado,reciclado,reprovado
,491.3,0.93,5.555163032215292,C,importado,novo,aprovado
0.89,518.6,1.13,10.862599433166633,B,local,novo,reprovado
1.11,504.9,0.96,6.066811039507165,B,importado,novo,aprovado
0.94,515.1,1.06,14.516800309817516,,local,reciclado,reprovado
1.4,484.2,0.93,,A,local,novo,reprovado
0.83,490.1,1.09,0.699236472685123,A,importado,reciclado,reprovado
1.05,492.8,1.18,4.9575266231604935,C,local,reciclado,aprovado
1.24,492.1,1.12,8.45409279204044,A,local,reciclado,
1.44,,0.96,2.1281045730053605,C,importado,reciclado,reprovado
1.41,514.7,1.19,0.03780450112943534,A,importado,novo,reprovado
1.43,496.7,0.99,1.1896219848257443,B,importado,novo,reprovado
0.84,518.5,1.03,7.8639521654425195,C,importado,reciclado,reprovado
1.39,503.3,1.05,9.483826363283564,A,,reciclado,reprovado
1.35,485.5,1.2,1.3935506354131872,,local,novo,
1.43,501.8,0.92,9.977347858584197,B,,novo,reprovado
1.02,519.7,1.11,9.256862358820138,B,local,novo,
1.44,502.6,1.01,14.098454730168939,B,local,,reprovado
1.08,480.1,0.92,12.610132373434052,A,local,reciclado,reprovado
1.24,517.3,1.18,14.148627956084477,B,importado,novo,
1.1,489.4,1.08,14.491614347351492,B,importado,reciclado,reprovado
1.1,507.5,1.13,6.61212803969433,,local,novo,aprovado
1.18,500.6,0.97,7.318660219170161,C,local,,aprovado
1.05,493.0,1.13,4.2243295243365155,C,local,reciclado,aprovado
1.35,491.3,1.15,7.626486038922554,A,importado,novo,reprovado
1.24,517.2,1.03,2.2607204729881785,C,local,reciclado,reprovado
1.28,516.5,,10.07146441137297,A,importado,novo,reprovado
0.96,500.5,1.19,0.37398801997544306,B,local,reciclado,reprovado
1.48,490.3,1.15,3.5344163442832466,A,importado,reciclado,reprovado
1.26,484.1,1.03,3.1210754728697268,A,local,novo,reprovado
0.94,486.3,1.1,14.06833607133081,B,importado,reciclado,reprovado
1.33,500.9,1.14,2.173526275617737,C,importado,novo,reprovado
0.92,492.3,0.91,13.361631761746413,C,importado,novo,
0.84,481.7,1.08,1.8653733205224565,C,local,reciclado,reprovado
1.17,498.2,1.2,9.760469794206935,B,local,novo,reprovado
1.19,509.8,1.18,4.798289522600072,A,importado,reciclado,aprovado
0.93,515.7,1.15,4.740035528204874,B,local,novo,reprovado
1.04,503.4,,14.974066501821977,B,importado,novo,reprovado
1.46,508.9,1.2,,B,importado,,reprovado
,494.6,1.08,3.038401019016639,B,importado,reciclado,aprovado
0.91,499.8,0.97,8.840021236469454,A,importado,reciclado,reprovado
1.49,509.2,1.1,11.111285955428595,C,local,novo,reprovado
1.01,509.1,1.16,14.737567852851715,C,local,novo,reprovado
,497.0,0.93,10.521206613561912,B,importado,novo,reprovado
0.96,501.7,1.17,8.428065993756142,A,importado,reciclado,reprovado
1.19,517.0,1.18,6.1369757663713145,B,importado,reciclado,reprovado
1.07,505.3,0.9,8.926692134589995,A,local,reciclado,reprovado
1.47,505.7,1.17,9.012524951290375,B,importado,novo,
1.1,511.4,1.18,3.2656724079648565,C,local,reciclado,reprovado
1.21,484.6,0.91,10.068128423007051,C,importado,reciclado,reprovado
1.46,500.9,0.99,3.0663568599660613,B,local,reciclado,reprovado
1.49,518.4,1.01,7.349322350930387,C,importado,novo,reprovado
0.87,494.5,1.0,3.8980426894486846,B,importado,reciclado,reprovado
1.38,,1.13,4.692015355946266,A,,novo,reprovado
1.07,504.0,1.01,9.208155299940447,A,local,,reprovado
1.22,488.8,1.19,0.9672767210670041,A,importado,,reprovado
1.06,502.2,1.2,0.18052222986341182,A,importado,novo,aprovado
1.08,486.2,1.0,1.9593001432146546,B,,reciclado,reprovado
0.91,503.2,,2.530604671117463,C,importado,reciclado,reprovado
1.2,504.1,1.07,2.9680945206845086,A,importado,novo,aprovado
1.18,496.7,1.07,11.608966053217197,C,local,reciclado,reprovado
0.93,495.3,1.01,6.702869505568179,B,importado,novo,reprovado
,489.8,0.95,7.049042007664082,C,local,reciclado,reprovado
1.48,,,9.665012442833152,C,local,reciclado,reprovado
1.3,499.9,0.93,10.936631526192715,C,local,reciclado,reprovado
1.14,489.9,1.17,0.052625243301540614,,local,reciclado,reprovado
1.44,511.3,0.98,12.850880037077543,B,importado,reciclado,reprovado
1.2,508.4,0.92,14.826522709111625,B,importado,novo,reprovado
0.89,,1.09,,C,importado,reciclado,reprovado
1.18,483.9,0.92,9.766208754853555,A,local,novo,reprovado
,480.0,0.92,0.036206316014646966,A,importado,novo,reprovado
1.34,503.9,1.09,0.7354422926187354,C,local,novo,reprovado
1.48,488.5,1.08,4.27501530129083,A,importado,reciclado,reprovado
,480.5,0.91,12.696061266294512,A,importado,reciclado,reprovado
1.1,494.4,1.04,9.787513521566062,C,importado,novo,reprovado
1.1,518.5,1.03,6.687313979584903,B,importado,novo,reprovado
1.0,507.6,1.06,6.578977104035892,A,local,novo,aprovado
1.36,514.3,1.12,6.9908036152969,B,local,reciclado,reprovado
1.23,,0.98,4.665496617015057,A,importado,novo,reprovado
0.84,482.9,1.03,13.165717764382714,,importado,novo,reprovado
1.39,480.5,1.14,8.51803696799696,C,local,reciclado,reprovado
0.93,518.2,1.18,7.259249452887793,B,local,novo,reprovado
1.49,492.0,1.17,6.976149047356558,B,local,novo,reprovado
1.06,498.4,1.04,14.037397003469138,B,local,novo,reprovado
1.23,,1.06,10.854928923295226,B,local,novo,reprovado
0.85,509.2,1.06,2.172218320748785,C,local,novo,reprovado
1.04,492.4,1.16,6.554552549148976,C,importado,reciclado,aprovado
1.36,501.4,1.15,4.32558315621785,C,local,reciclado,reprovado
1.13,519.8,0.99,14.803029865952439,B,local,reciclado,reprovado
1.43,497.8,0.95,6.230935594697712,C,local,novo,reprovado
1.2,502.1,1.01,1.0180515454467354,C,importado,novo,aprovado
1.45,500.1,0.99,6.1681800219420655,A,importado,reciclado,reprovado
1.49,512.1,1.19,,A,importado,reciclado,
1.12,490.7,0.98,8.993739706173717,A,importado,reciclado,reprovado
1.2,486.8,0.95,3.3911726284354478,B,local,reciclado,reprovado
1.38,510.2,1.17,0.5396047454907249,B,local,novo,reprovado
